_id,cdliNumber,bmIdNumber,accession,genre,fincke,publicationPlace,joins,subcollection,description,length,width,thickness,collection,script,date,folio,register,transliteration,notes
"K.19381","P239859","287353","","?","fragment of reverse (red clay) (..2+3.. lines)","","","","Late Babylonian.","","","","Kuyunjik","NB","","WGL 13174","","",""
"K.19382","P404220","287352","","","","","","","Omens? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13175","","",""
"K.19383","P404221","287351","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13176","","",""
"K.19384","P404222","287350","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13177","","",""
"K.19385","P239860","287349","","omens; ?","fragment (red clay) (8 lines)","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","NB","","WGL 13178","","",""
"K.19386","P404223","287348","","","","","","","Royal inscription of Ashurbanipal. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13179","","",""
"K.19387","P404224","287347","","","","","","","Bilingual litany. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13180","","",""
"K.19388","P404225","287346","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13181","","",""
"K.19389","P404226","287345","","","","","","","(+)K 19443 (+)K 19479 (which see), astrological omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13182","","",""
"K.19390","P404227","287344","","","","","","","Bilingual. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13183","","",""
"K.19391","P404228","287343","","","","","","","Literary. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13184","","",""
"K.19392","P239861","287342","","?","upper left edge (2 lines)","","","","Late Babylonian.","","","","Kuyunjik","NB","","WGL 13185","","",""
"K.19393","P404229","287341","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13186","","",""
"K.19394","P404230","287340","","","","","","","Diagnostic omens? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13187","","",""
"K.19395","P404231","287339","","","","","","","Omens? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13188","","",""
"K.19396","P404232","287338","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13189","","",""
"K.19397","P404233","287337","","","","","","","Liver omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13190","","",""
"K.19398","P239862","287336","","omens; ?","upper edge fragment of reverse (red clay) (3 lines);1: [...] ŠU.BI.D[IL.ÀM] ?","","","","Late Babylonian.","","","","Kuyunjik","NB","","WGL 13191","","",""
"K.19399","P239863","287335","","?","fragment of reverse with lower right edge (red clay) (..1+3.. lines)","","","","Late Babylonian. Uncertain.","","","","Kuyunjik","NB","","WGL 13192","","",""
"K.19400","P404234","287334","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13193","","",""
"K.19401","P394768","287333","","","","","K.30181882,0323.11K.13510K.13298","","+K 3018+ (Iraq 32 60 21-23), bilingual Marduk Šuilla. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13194","","",""
"K.19402","P239864","287332","","?","flake (red core with almost white slip); very tiny script (5 lines)","","","","Late Babylonian.","","","","Kuyunjik","NB","","WGL 13195","","",""
"K.19403","P404235","287331","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13196","","",""
"K.19404","P404236","287330","","","","","","","Diagnostic omens? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13197","","",""
"K.19405","P404237","287329","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13198","","",""
"K.19406","P404238","287328","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13199","","",""
"K.19407","P404239","287327","","","","","","","Ritual and prayer to Marduk. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13200","","",""
"K.19408","P404240","287326","","","","","","","Bilingual Emesal litany. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13201","","",""
"K.19409","P404241","287325","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13202","","",""
"K.19410","P239865","287324","","rel","fragment (red clay) (7 lines)","","","","Late Babylonian. Literary/religious.","","","","Kuyunjik","NB","","WGL 13203","","",""
"K.19411","P404242","287323","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13204","","",""
"K.19412","P239866","287322","","terr omens","fragment of reverse (red clay) (..2+ uninscribed space);2': *DIŠ i-na* É-šú _[_ ...] => šumma ālu ?","","","","Late Babylonian. Omens.","","","","Kuyunjik","NB","","WGL 13205","","",""
"K.19413","P404243","287321","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13206","","",""
"K.19414","P404244","287320","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13207","","",""
"K.19415","P404245","287319","","","","","","","Omens? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13208","","",""
"K.19416","P404246","287318","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13209","","",""
"K.19417","P404247","287317","","","","","","","Administrative? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13210","","",""
"K.19418","P404248","287316","","","","","","","Omens? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13211","","",""
"K.19419","P404249","287315","","","","","","","Sumerian. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13212","","",""
"K.19420","P404250","287314","","","","","","","Omens? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13213","","",""
"K.19421","P404251","287313","","","","","","","Ashurbanipal prism fragment, dup. VAB VII p. 20 100-106. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13214","","",""
"K.19422","P404252","287312","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13215","","",""
"K.19423","P394725","287311","","","","","K.2869K.5025K.14847K.17109","","+K 2869+, dup. CT 17 26 86-87, Asaggig. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13216","","",""
"K.19424","P404253","287310","","","","","","","Administrative/legal? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13217","","",""
"K.19425","P404254","287309","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13218","","",""
"K.19426","P404255","287308","","","","","","","Prayer? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13219","","",""
"K.19427","P404256","287307","","","","","","","Administrative? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13220","","",""
"K.19428","P404257","287306","","","","","","","Sennacherib royal inscription (prism fragment); third campaign? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13221","","",""
"K.19429","P404258","287305","","","","","","","(+)Rm 930 (+)Rm II 289, An=Anum V 200-204. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13222","","",""
"K.19430","P404259","287304","","","","","","","Neo-Assyrian administrative; list of personal names.","","","","Kuyunjik","","","WGL 13223","","",""
"K.19431","P397867","287303","","","","","K.9022K.10732K.10128K.21973K.13819","","+K 9022+, Hulbazizi 112-118. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13224","","",""
"K.19432","P404260","287302","","","","","","","Diagnostic omens? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13225","","",""
"K.19433","P404261","287301","","","","","","","Legal. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13226","","",""
"K.19434","P239867","287300","","?","flake (light clay) (5 lines)","","","","Late Babylonian.","","","","Kuyunjik","NB","","WGL 13227","","",""
"K.19435","P404262","287299","","","","","K.2530K.8467K.8495K.10356K.12917K.8444K.15958K.11754K.13338K.13858","","Literary/religious? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13228","","",""
"K.19436","P404263","287298","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13229","","",""
"K.19437","P404264","287297","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13230","","",""
"K.19438","P404265","287296","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13231","","",""
"K.19439","P404266","287295","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13232","","",""
"K.19440","P404267","287294","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13233","","",""
"K.19441","P404268","287293","","","","","","","Neo-Assyrian administrative, textiles.","","","","Kuyunjik","","","WGL 13234","","",""
"K.19442","P404269","287292","","","","","","","Literary/religious? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13235","","",""
"K.19443","P404270","287291","","","","","","","Omens, see K 19389, K 19479. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13236","","",""
"K.19444","P404271","287290","","","","","","","(+)K 7027+, Tamitu. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13237","","",""
"K.19445","P404272","287289","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13238","","",""
"K.19446","P404273","287288","","","","","","","Literary/religious. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13239","","",""
"K.19447","P404274","287287","","","","","","","Listing of geographical names. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13240","","",""
"K.19448","P404275","287286","","","","","","","Neo-Assyrian royal inscription.","","","","Kuyunjik","","","WGL 13241","","",""
"K.19449","P394138","287285","","","","","K.2016.bK.3377SM.1814K.7087K.4929K.8092K.5734K.9972K.10323","","+K 2016b, dup. ZA 16 160 31-36, Lamaštu incantation. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13242","","",""
"K.19450","P404276","287284","","","","","","","Literary/religious. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13243","","",""
"K.19451","P404277","287283","","","","","","","Royal dedication inscription. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13244","","",""
"K.19452","P404278","287282","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13245","","",""
"K.19453","P404279","287281","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13246","","",""
"K.19454","P404280","287280","","","","","","","Laws of Hammurabi? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13247","","",""
"K.19455","P404281","287279","","","","","","","Dup. STT 252 2-9 etc., incantation prayer (Reiner, Poetry pp. 94-100). Neo-Assyrian.","","","","Kuyunjik","","","WGL 13248","","",""
"K.19456","P396631","287278","","","","","K.6556","","+K 6556, Maql III 1-7. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13249","","",""
"K.19457","P239868","287277","","oracle enquiry ? orreport extispicy ?","Coarse Babylonian script;flake (very light slip) of a query to the sungod or a report on liver omens","","","","Coarse Late Babylonian.","","","","Kuyunjik","NB","","WGL 13250","","",""
"K.19458","P404282","287276","","","","","","","Literary/religious. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13251","","",""
"K.19459","P404283","287275","","","","","","","Astrological omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13252","","",""
"K.19460","P404284","287274","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13253","","",""
"K.19461","P239869","287273","","rit inc - medical text ?","flake (brown slip) (..5.. lines)","","","","Late Babylonian. Medical?","","","","Kuyunjik","NB","","WGL 13254","","",""
"K.19462","P404285","287272","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13255","","",""
"K.19463","P404286","287271","","","","","","","Omens? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13256","","",""
"K.19464","P404287","287270","","","","","","","Ritual? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13257","","",""
"K.19465","P404288","287269","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13258","","",""
"K.19466","P404289","287268","","","","","","","Omens? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13259","","",""
"K.19467","P404290","287267","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13260","","",""
"K.19468","P404291","287266","","","","","","","Emesal litany. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13261","","",""
"K.19469","P404292","287265","","","","","","","Magico-medical? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13262","","",""
"K.19470","P404293","287264","","","","","","","Prayer. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13263","","",""
"K.19471","P404294","287263","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13264","","",""
"K.19472","P404295","287262","","","","","","","About fields. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13265","","",""
"K.19473","P404296","287261","","","","","","","Neo-Assyrian administrative?","","","","Kuyunjik","","","WGL 13266","","",""
"K.19474","P404297","287260","","","","","","","Bilingual? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13267","","",""
"K.19475","P397850","287259","","","","","K.8996K.10968K.11105","","+K 8996+, Akkadian incantation, Lamaštu II 8-18. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13268","","",""
"K.19476","P418500","287258","","","","","K.3535K.6265K.17366K.17481","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13269","","",""
"K.19477","P404298","287257","","","","","","","Ritual. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13270","","",""
"K.19478","P404299","287256","","","","","","","Neo-Assyrian legal.","","","","Kuyunjik","","","WGL 13271","","",""
"K.19479","P404300","287255","","","","","","","MUL.APIN II iv 4-7 or Enuma Anu Enlil LV? Cf. K 19389, K19443. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13272","","",""
"K.19480","P404301","287254","","","","","","","Magico-medical or literary/religious? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13273","","",""
"K.19481","P404302","287253","","","","","","","Omens? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13274","","",""
"K.19482","P404303","287252","","","","","","","Ritual concerning images of sorcerers. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13275","","",""
"K.19483","P404304","287251","","","","","","","Omens? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13276","","",""
"K.19484","P404305","287250","","","","","","","Literary/religious/medical. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13277","","",""
"K.19485","P404306","287249","","","","","","","Extispicy; reverse sideways to obverse. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13278","","",""
"K.19486","P404307","287248","","","","","","","Literary/religious. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13279","","",""
"K.19487","P404308","287247","","","","","","","Bilingual, Lugale 72-73? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13280","","",""
"K.19488","P404309","287246","","","","","","","Yellow clay, large script. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13281","","",""
"K.19489","P398180","287245","","","","","K.9550K.13489","","+K 9550 (BL 133), Sumerian litany. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13282","","",""
"K.19490","P404310","287244","","","","","","","Literary/royal inscription? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13283","","",""
"K.19491","P404311","287243","","","","","","","Literary/religious. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13284","","",""
"K.19492","P404312","287242","","","","","","","URUxGU. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13285","","",""
"K.19493","P404313","287241","","","","","","","Days of the month listed. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13286","","",""
"K.19494","P404314","287240","","","","","","","Omens? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13287","","",""
"K.19495","P404315","287239","","","","","","","Canonical Temple list. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13288","","",""
"K.19496","P239870","287238","","liver omens","Koch, Secrets of Extispicy, 2005, 363-366 (text 53)extispicy : multabiltu - kidney (ÉLLAG);fragment of obverse (red clay) (7 lines); protases: the kidney (kalītu) is lost (ÉLLAG 15 hal-qat).-> jf (2003): check (+) K. 12303.","Multabiltu no. 053","","","Late Babylonian. Omens, HAL repeated.","","","","Kuyunjik","NB","","WGL 13289","","",""
"K.19497","P404316","287237","","","","","","","Omens? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13290","","",""
"K.19498","P404317","287236","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13291","","",""
"K.19499","P404318","287235","","","","","","","Eršemma. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13292","","",""
"K.19500","P404319","287234","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13294","","",""
"K.19501","P404320","287233","","","","","","","Letter? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13295","","",""
"K.19502","P404321","287232","","","","","","","Aa 6 17-20 (MSL XIV 225). Neo-Assyrian.","","","","Kuyunjik","","","WGL 13296","","",""
"K.19503","P404322","287231","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13297","","",""
"K.19504","P404323","287230","","","","","","","Ashurbanipal colophon. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13298","","",""
"K.19505","P404324","287229","","","","","","","Medical. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13299","","",""
"K.19506","P239871","287228","","rit inc - medical text ?","middle part fragment (light slip) (..10.. lines)","","","","Late Babylonian. Medical","","","","Kuyunjik","NB","","WGL 13300","","",""
"K.19507","P404325","287227","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13301","","",""
"K.19508","P404326","287226","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13302","","",""
"K.19509","P404327","287225","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13303","","",""
"K.19510","P404328","287224","","","","","","","Omens; ina ḫi.gar five times. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13304","","",""
"K.19511","P404329","287223","","","","","","","Ashurbanipal colophon. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13305","","",""
"K.19512","P404330","287222","","","","","","","Literary? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13306","","",""
"K.19513","P404331","287221","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13307","","",""
"K.19514","P404332","287220","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13308","","",""
"K.19515","P404333","287219","","","","","","","Bilingual? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13309","","",""
"K.19516","P404334","287218","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13310","","",""
"K.19517","P239872","287217","","letter (to the king)","SAA XVIII 037right edge fragment (red clay; at the lower edge heavily burnt) of a letter to the king (Esarhaddon) written by several senders (obv. 11‘: ni-i-nu); Babylon (obv. 6‘: TIN.TIR.KI) is mentioned","Reynolds, SAA XVIII, 2003, 229[CDLI: SAA 18, 037]","","","Late Babylonian. Letter?","","","","Kuyunjik","NB","","WGL 13311","","",""
"K.19518","P404335","287216","","","","","","","Omens? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13312","","",""
"K.19519","P404336","287215","","","","","","","Astrological omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13313","","",""
"K.19520","P336775","287214","","","","SAA 15, 390","","","Neo-Assyrian letter.","","","","Kuyunjik","","","WGL 13314","","",""
"K.19521","P404337","287213","","","","","","","Listing of temples; Gtteradressbuch? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13315","","",""
"K.19522","P239873","287212","","rel ? or lit ?","fragment of reverse near to the left edge (red clay) (7 lines)","","","","Late Babylonian. Literary/religious?","","","","Kuyunjik","NB","","WGL 13316","","",""
"K.19523","P404338","287211","","","","","","","Omens? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13317","","",""
"K.19524","P404339","287210","","","","","","","Omens? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13318","","",""
"K.19525","P404340","287209","","","","","","","Bilingual Eršaḫunga, Maul p. 374-375, pl. 61*. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13319","","",""
"K.19526","P404341","287208","","","","","","","Colophon. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13320","","",""
"K.19527","P404342","287207","","","","","","","Bilingual Eršaḫunga, Maul p. 325, pl. 61*. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13321","","",""
"K.19528","P404343","287206","","","","","","","(+)K 8532+, king list, see K 16801. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13322","","",""
"K.19529","P404344","287205","","","","","","","Ušburruda? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13323","","",""
"K.19530","P404345","287204","","","","","Rm-II.4541879,0708.180","","+Rm II 454+, Etana (ed. J. V. Kinnier Wilson pls. 24-25*). Neo-Assyrian.","","","","Kuyunjik","","","WGL 13324","","",""
"K.19531","P239874","287203","","astr omens - colophon","EAE Šamaš (EAE 22/23?; 28/29?);left edge fragment near to the upper edge (light to red clay) (obv.: ..3+4.. lines; rev.:..4+2 lines);obv.: 1': *DIŠ* U[D ...], 2': DIŠ UD 20.KAM [...], 3': DIŠ UD.21.KAM [...]; /; 4': DIŠ TA 2 *ITU*.[...];rev.: 5' (catchlines): DIŠ 20 ina IT[U. ...], 6': DUB.[...];","","","","Late Babylonian. Astrological omens.","","","","Kuyunjik","NB","","WGL 13325","","",""
"K.19532","P404346","287202","","","","","","","Dup. CT 16 19-20 59-68, Udugḫul XVI. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13326","","",""
"K.19533","P404347","287201","","","","","","","Omens? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13327","","",""
"K.19534","P398372","287200","","","","","K.9876","","+K 9876 (Pallis, Ak&#238;tu pls. 8-11), ritual for New Year in Babylon. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13328","","",""
"K.19535","P404348","287199","","","","","","","Prayer. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13329","Jiménez€28.06.2018€Transliteration","1'. [...] x tu [...]2'. [...] a ši [...]3'. [...] x-ku sa-d[i ...]4'. [... ug?-g]at?-sa ul i?# [...]5'. [...] a-ta-na-ah pi-ia x [...]6'. [...] x [Š]U-MIN-ia i-x-[...]","Theodicy?"
"K.19536","P404349","287198","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13330","","",""
"K.19537","P404350","287197","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13331","","",""
"K.19538","P404351","287196","","","","","","","Literary/religious. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13332","","",""
"K.19539","P404352","287195","","","","","","","Prayer, incipit ending malik Igigi. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13333","","",""
"K.19540","P239875","287194","","bil;","fragment (light clay); rather large script with much space between the lines (4 lines)","","","","Late Babylonian. Bilingual?","","","","Kuyunjik","NB","","WGL 13334","","",""
"K.19541","P404353","287193","","","","","","","Colophon. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13335","","",""
"K.19542","P404354","287192","","","","","","","Omens? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13336","","",""
"K.19543","P404355","287191","","","","","","","Literary/religious? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13337","","",""
"K.19544","P336771","287190","","","","SAA 15, 360","","","Neo-Assyrian letter, to the king.","","","","Kuyunjik","","","WGL 13338","","",""
"K.19545","P404356","287189","","","","","","","Neo-Assyrian administrative.","","","","Kuyunjik","","","WGL 13339","","",""
"K.19546","P404357","287188","","","","","","","Ashurbanipal colophon. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13340","","",""
"K.19547","P404358","287187","","","","","","","Lexical, professional titles. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13341","","",""
"K.19548","P404359","287186","","","","","","","Bilingual. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13342","","",""
"K.19549","P404360","287185","","","","","","","Gilgameš VIII 45-49 and vi 1-2. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13343","","",""
"K.19550","P404361","287184","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13344","","",""
"K.19551","P404362","287183","","","","","","","Fable of Spider? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13345","","",""
"K.19552","P395777","287182","","","","","K.4903SM.2148","","+K 4903+, bilingual litany, CLAM p. 689 e+116ff., cf. B. Alster, BBVO 6 20. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13346","","",""
"K.19553","P404363","287181","","","","","","","Literary/religious. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13347","","",""
"K.19554","P239876","287180","","?","middle part fragment (red clay) (7 lines)","","","","Late Babylonian.","","","","Kuyunjik","NB","","WGL 13348","","",""
"K.19555","P404364","287179","","","","","","","Omens? (First pirsu). Neo-Assyrian.","","","","Kuyunjik","","","WGL 13349","","",""
"K.19556","P404365","287178","","","","","","","Bilingual Eršaḫunga, Maul p. 272, pl. 42*. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13350","","",""
"K.19557","P404366","287177","","","","","","","Ritual involving images. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13351","","",""
"K.19558","P404367","287176","","","","","","","Ashurbanipal colophon. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13352","","",""
"K.19559","P404368","287175","","","","","","","Laws of Hammurabi, paragraphs 58, 59, 66. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13353","","",""
"K.19560","P404369","287174","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13354","","",""
"K.19561","P239877","287173","","rel","fragment (light clay) (6 lines)","","","","Late Babylonian. Literary/religious.","","","","Kuyunjik","NB","","WGL 13355","","",""
"K.19562","P404370","287172","","","","","","","Literary/religious. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13356","","",""
"K.19563","P404371","287171","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13357","","",""
"K.19564","P239878","287170","","letter (to the king)","SAA XVII 138upper right part (red core with light yellowish slip) of a letter to the king (-> PNAE: Sargon II ?) from [...]eššir; the names Marduk-zēra-iddina (obv. 4) and Marduk-apla-iddina (rev.: 3': mdAMAR.UTU-A-MU) are mentioned.-> jf (2003): check (+) K. 05434a (CT 54, 103) or (+) Rm.II 495 (CT 54, 446) or (+) Rm.II 596 (CT 54, 447) or (+) 79-7-8, 312 (CT 54, 452).","SAA 17, 138","","","Late Babylonian. Letter.","","","","Kuyunjik","NB","","WGL 13358","","",""
"K.19565","P404372","287169","","","","","","","Colophon? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13359","","",""
"K.19566","P404373","287168","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13360","","",""
"K.19567","P404374","287167","","","","","","","Literary/religious? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13361","","",""
"K.19568","P404375","287166","","","","","","","Large script. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13362","","",""
"K.19569","P404376","287165","","","","","","","Bilingual. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13363","","",""
"K.19570","P404377","287164","","","","","","","Hymn. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13364","","",""
"K.19571","P404378","287163","","","","","","","Lexical list, section on [uru/biṣṣuru]. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13365","","",""
"K.19572","P404379","287162","","","","","","","Šulpa[e]. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13366","","",""
"K.19573","P404380","287161","","","","","","","Bilingual, Lugale 438-441. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13367","","",""
"K.19574","P400350","287160","","","","","K.13532","","+K 13532, bilingual hymn/prayer to Ashur? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13368","","",""
"K.19575","P404381","287159","","","","","","","Bilingual religious. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13369","","",""
